is_feminicide,has_children,has_orphans,is_target_news,confidence,matched_patterns,priority,titulo,fuente,fecha,menores_identificados_original
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Morenistas ahora quieren bailar en San Lázaro con Los Ángeles Azules,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Promete la SCJN tomar en cuenta las propuestas de personas con discapacidad,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Hugo Aguilar revisará recurso de impedimento contra María Estela Ríos,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Pagados, 5 mil mdp por predios para trenes de pasajeros: Sedatu",https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Con datos concretos y medibles, García Harfuch destaca los éxitos de la estrateg",https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,AI llama a construir estrategias contra la desaparición,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"La firma de EU Ikon Midstream, eje de la red mafiosa del huachicol fiscal",https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,True,False,False,0.2,"{'feminicide': [], 'children': ['\\bniñ[oa]s?\\b', '\\badolescente[s]?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Viven en pobreza extrema 7.5% de menores, alerta Aldeas Infantiles",https://www.jornada.com.mx/rss/politica.xml,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Personas con discapacidad convencen a la Corte,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Cae Zhi Dong Zhang en Cuba tres meses después de fugarse,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,FGR impugna amparo que obtuvo Ramón Sosamontes,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Julio Hernández López: Astillero,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Prevención en la UNAM busca garantizar espacios seguros,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Avanza propuesta para otorgar seguridad social a pescadores,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Entre acusaciones de corrupción, diputados avalan la cuenta 2023",https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Se reúne De la Fuente con legisladores para alistar la 32 interparlamentaria Méx,https://www.jornada.com.mx/rss/politica.xml,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,PayJoy: tecnología y crédito responsable que impulsa la inclusión financiera en ,https://www.forbes.com.mx/feed/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"‘Sigan con su censura, imbéciles’: Maduro a YouTube",https://www.forbes.com.mx/feed/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Al menos 17 entidades con balance negativo o muy negativo de violencia letal: ON,https://www.forbes.com.mx/feed/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Trump insiste en que México es gobernado por cárteles de la droga,https://www.forbes.com.mx/feed/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Peso se aprecia en medio de un salto de los precios del petróleo,https://www.forbes.com.mx/feed/,N/A,Si
True,False,False,False,0.3,"{'feminicide': ['\\basesinat[oa]\\s+.*?\\s+(mujer|femenina)'], 'children': [], 'orphans': [], 'reinforcing': []}",BAJA,"Pareja de ‘El Botox’, la segunda persona detenida tras asesinato de líder limone",https://www.forbes.com.mx/feed/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"EU ha capturado a más de 3,000 presuntos narcotraficantes, dice Trump",https://www.forbes.com.mx/feed/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Petróleo Brent sube 5.4% ante temores de escasez,https://www.forbes.com.mx/feed/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Compas anuncia el cierre de su planta automotriz en Aguascalientes,https://www.forbes.com.mx/feed/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Gran Premio de México se prepara para celebrar su décimo aniversario,https://www.forbes.com.mx/feed/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Salida de COMPAS: ¿Qué autos de lujo fabricaba la planta de México?,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bbeb[ée][s]?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"‘Echen paja’: Santos Tavares, alcalde de Zapata, Morelos, derriba poste al manej",https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Santa Fe Klan organiza bailongo masivo en Guanajuato sin permiso: ¿Qué pasará co,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Manuel Espino ‘está en su casa’ tras un mes hospitalizado por derrame cerebral,https://www.elfinanciero.com.mx/rss/,N/A,No
True,False,False,False,0.3,"{'feminicide': ['\\basesinat[oa]\\s+.*?\\s+(mujer|femenina)'], 'children': [], 'orphans': [], 'reinforcing': []}",BAJA,"Detienen a Esmeralda ‘A’, pareja del líder de Los Blancos de Troya, ligado a ext",https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\breci[eé]n\\s+nacid[oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Preventa de boletos para ‘Frankenstein’ en la Cineteca Nacional: ¿Cuándo y dónde,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Derrame de petróleo en Veracruz: Pemex extrae 345 mil litros contaminados del rí,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Trump adelanta que el tema principal a tratar con Xi Jinping será el tráfico de ,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Cárteles controlan México, pero Sheinbaum es una ‘mujer muy valiente’: Trump",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Embotelladora de Coca-Cola subirá precios hasta 10% por IEPS a refrescos: ‘Ademá,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Con pasta hecha a mano y vino: Así es Parole, restaurante de Polanco que visitó ",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,SAT cobrará ISR al aguinaldo en 2026… pero no es un impuesto nuevo,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Inflación en México cae… pero vivienda, luz y vuelos están por nubes: ¿Qué servi",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,América y Monterrey ‘olfatean’ el liderato de Toluca: Resultados en la Jornada 1,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"‘Quería podio, ahora puntos’: Franco Colapinto analiza su futuro en la F1 tras m",https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,{},IRRELEVANTE,Peso ‘le pone un alto’ al dólar y frena racha de 3 días de pérdidas: ¿En cuánto ,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,COMPAS ‘se baja’ de Aguascalientes: Cerrará operaciones en 2026 por cambios en e,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Bienvenida, cempasúchil: En Tenango del Valle está lista la cosecha para el Día ",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,‘Tiene buenas posibilidades’: ‘Checo’ Pérez apuesta por Verstappen para ganar la,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bhij[oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Ceci Flores pide a Noroña buscar desaparecidos en México en lugar de viaje a Pal,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bniñ[oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,‘Sin levantar la cabeza’: Balacera en el Cerro del Topo Chico asusta a niños de ,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,¿Compras en Temu? Policía alerta por estafas con descuentos para robar datos de ,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Profeco alerta por defecto en lavadoras de Techtronic Industries: ¿qué modelos s,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Nuevo golpe del ‘Quitavisas’: ¿Por qué el subsecretario de EU peleó con el presi,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Nominados de la semana 2 de ‘La Granja VIP’ hasta el momento: ¿Quiénes pueden se,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,{},IRRELEVANTE,‘Tocará verlo desde casa’: Sergio ‘Checo’ Pérez no estará en el Gran Premio de M,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Muuuuchas gracias, Trump: EU importará más carne de Argentina en espaldarazo a M",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,(FOTOS) Trump demuele Ala Este de la Casa Blanca por completo para construir su ,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Quintana Roo espera captar a un millón de turistas por Mundial 2026,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"¿Quién es Iván García Sánchez, exsecretario del ayuntamiento de Teapa, acusado d",https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.2,"{'feminicide': [], 'children': ['\\bbeb[ée][s]?\\b', '\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Gran Premio de México 2025: Fechas, horarios, rutas y todo lo que debes saber pa",https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Eleva Fibra Mty ingresos en 15.6% y capacidad de inversión hasta 580 mdd,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Ya hay fecha para ‘la cita’ de Donald Trump y Xi Jinping: ¿Por qué se reunirán?,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,‘Que los diputados pongan sus reglas’: Sheinbaum dice tras ‘bailongo’ de la Sono,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,‘Hat-trick’ de ‘Checo’: Sergio Pérez se echa una ‘cascarita’ previo al Gran Prem,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,‘No hay sanción por hacerse pen...’: Moreira critica al ‘Cuau’ por jugar pádel e,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Carney busca convertir a Canadá en ‘superpotencia’ energética: ¿Qué proyecto har,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,FGR ‘sigue los pasos’ de empresarios estadounidenses involucrados en el huachico,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Ya nos exhibiste, ‘Cuau’: Morena presiona y reprende a sus diputados para que as",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,México vs. Brasil Sub-20 femenil EN VIVO: ¿Dónde y a qué hora ver el partido ami,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,True,False,False,0.2,"{'feminicide': [], 'children': ['\\bmenor[es]?\\s+(de\\s+edad)?', '\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,México se lleva el primer lugar ¿por culpa de Pemex? Emite deuda por 41 mil mdd,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Línea A del Metro registra retrasos de hasta 30 minutos: ‘Salí con tiempo y lleg,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,{},IRRELEVANTE,Lo que Scott Bessent no entiende sobre Argentina,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Amy Vela: La revolución de los centros de datos tiene nombre: AI Factories,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,{},IRRELEVANTE,"‘Lo hago diario’: ¿Qué es un ‘rulo’, truco que protege a argentinos de ooootra d",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Sheinbaum ‘regaña’ a Trump por ataques a embarcaciones en el Caribe y Pacífico: ,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Wall Street ‘arranca’ con números verdes; analistas esperan dato de inflación en,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,¿El taco está ‘matando’ al sandwich?,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Clúster de Logística NL y Texas A&M firman alianza para fortalecer la conectivid,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,EU y China se sentarán ‘cara a cara’ pese a amenazas de aranceles: ¿Cuándo y qué,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,El chef que cocinó para el presidente con frijoles y sin caviar: ‘AMLO es quien ,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Sean ‘Diddy’ Combs fue amenazado en prisión: ‘Se despertó con un cuchillo en el ,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Inflación en México ‘sorprende’: Se desaceleró a 3.63% en primera quincena de oc,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,¿El Sistema Cutzamala te va a dar más agua? Así puedes saber si tu colonia será ,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Carlitos Ricardo Parias, tiktoker mexicano, es baleado por agentes del ICE; su a",https://www.elfinanciero.com.mx/rss/,N/A,Si
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bniñ[oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,¿Cuándo estará ‘Kpop Demon Hunters’ en cines de México y de qué trata la versión,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Musk ‘secuestra’ conferencia de Tesla: Pide a inversores avalar el plan salarial,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,True,False,False,0.2,"{'feminicide': [], 'children': ['\\bhij[oa]s?\\b', '\\bniñ[oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Karina Sánchez: La maternidad como privilegio,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Trump ‘explora las fronteras’ de Colombia: Ataca embarcación presuntamente ligad,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,{},IRRELEVANTE,Anuncia Gobernador Durazo edición 25 de la Felison para promover la lectura y cu,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bpeque[ñn][oa]s?\\b'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Entre Líneas 22/09/2025,https://www.elfinanciero.com.mx/rss/,N/A,No
False,True,False,False,0.15,"{'feminicide': [], 'children': ['\\bmenor[es]?\\s+(de\\s+edad)?'], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Reporta Alfa alza de 7.5% en ventas y caída de 11% en flujo del III-2025,https://www.elfinanciero.com.mx/rss/,N/A,Si
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,"Gobierno de Delfina Gómez disminuye extorsión 50%, el nivel más bajo en 7 años",https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Turbulencia por T-MEC será pasajera; México y EU son más complementarios que nun,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Tere Jiménez y gobernadores del centro-occidente se reúnen para fortalecer las e,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Utopías,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,LIMÓN AGRIO...,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,Mánager de Eleazar Gómez niega presunta demanda por violencia: ‘Él sigue contand,https://www.elfinanciero.com.mx/rss/,N/A,No
False,False,False,False,0.0,"{'feminicide': [], 'children': [], 'orphans': [], 'reinforcing': []}",IRRELEVANTE,‘Alito’ se ‘lanza’ contra el PAN por terminar su alianza: ‘Salen a lloriquear y ,https://www.elfinanciero.com.mx/rss/,N/A,No
